gen;size
317;963
318;1034
319;1019
320;990
321;1039
322;995
323;995
324;1026
325;996
326;922
327;973
328;1020
329;985
330;1023
331;1034
332;962
333;1005
334;1066
335;999
336;989
337;1006
338;1003
339;1013
340;1041
341;994
342;1008
343;1037
344;1022
345;964
346;964
347;993
348;993
349;1031
350;1041
351;1015
352;1011
353;1009
354;1053
355;929
356;1025
357;1032
358;973
359;954
360;983
361;1008
362;995
363;1007
364;959
365;969
366;991
367;1018
368;1009
369;994
370;992
371;998
372;957
373;1010
374;944
375;998
376;964
377;989
378;1035
379;1070
380;968
381;1033
382;947
383;990
384;975
385;1011
386;984
387;996
388;998
389;1015
390;1017
391;1020
392;930
393;961
394;970
395;999
396;1012
397;993
398;1008
399;972
400;1000
401;1021
402;1014
403;996
404;1006
405;1019
406;936
407;986
408;1000
409;1014
410;1056
411;939
412;1040
413;1004
414;949
415;1007
416;991
417;1014
418;1052
419;1036
420;998
421;1026
422;1004
423;967
424;984
425;1026
426;999
427;999
428;969
429;1022
430;1015
431;1039
432;993
433;1012
434;1010
435;1029
436;1010
437;1008
438;986
439;954
440;1002
441;1063
442;984
443;1037
444;955
445;959
446;1038
447;959
448;993
449;967
450;1024
451;915
452;1039
453;1029
454;1008
455;984
456;1069
457;1059
458;993
459;1024
460;1003
461;1033
462;993
463;1007
464;967
465;989
466;1026
467;1024
468;964
469;938
470;1004
471;988
472;982
473;967
474;953
475;950
476;977
477;1028
478;954
479;970
480;987
481;1007
482;985
483;972
484;1030
485;979
486;964
487;1017
488;1007
489;1039
490;1020
491;1002
492;967
493;1007
494;1043
495;986
496;999
497;998
498;995
499;976
500;976
501;1019
502;1021
503;1002
504;1002
505;1029
506;1020
507;970
508;986
509;1028
510;957
511;1058
512;939
513;972
514;1035
515;986
516;1000
517;950
518;1051
519;992
520;1018
521;1002
522;1031
523;1052
524;948
525;1016
526;1016
527;994
528;996
529;981
530;987
531;985
532;956
533;1021
534;998
535;990
536;953
537;978
538;1032
539;995
540;989
541;971
542;1026
543;1051
544;995
545;1004
546;1009
547;968
548;1069
549;976
550;961
551;1011
552;981
553;936
554;974
555;1069
556;1019
557;989
558;984
559;974
560;990
561;1028
562;1000
563;993
564;977
565;1006
566;943
567;996
568;988
569;997
570;1009
571;962
572;1031
573;968
574;996
575;985
576;1085
577;1015
578;954
579;986
580;1012
581;986
582;1008
583;1009
584;1041
585;1001
586;1019
587;985
588;959
589;1025
590;1048
591;992
592;984
593;951
594;1031
595;995
596;1007
597;1032
598;994
599;1007
600;1006
601;993
602;1025
603;939
604;985
605;1040
606;976
607;1057
608;953
609;1007
610;1003
611;999
612;963
613;1051
614;945
615;992
616;1048
617;969
618;990
619;1028
620;982
621;990
622;1009
623;1010
624;1024
625;1036
626;1022
627;996
628;1002
629;1019
630;987
631;976
632;1006
633;1048
634;1017
635;964
636;1015
637;1009
638;1026
639;1015
640;986
641;969
642;1012
643;1004
644;966
645;1031
646;913
647;963
648;1013
649;1008
650;962
651;982
652;1018
653;982
654;1003
655;1044
656;975
657;910
658;1016
659;936
660;965
661;1020
662;952
663;956
664;958
665;980
666;1027
667;1010
668;1019
669;1036
670;993
671;995
672;972
673;966
674;977
675;1035
676;951
677;1015
678;1028
679;945
680;1029
681;981
682;999
683;1044
684;969
685;993
686;1022
687;1007
688;1014
689;955
690;1002
691;998
692;1011
693;1008
694;1001
695;1005
696;1008
697;982
698;1008
699;1043
700;963
701;950
702;979
703;1000
704;950
705;985
706;980
707;986
708;976
709;1016
710;956
711;947
712;1049
713;1039
714;1005
715;1020
716;974
717;962
718;958
719;966
720;951
721;983
722;962
723;942
724;984
725;968
726;974
727;994
728;1003
729;1020
730;937
731;998
732;1044
733;986
734;969
735;971
736;983
737;972
738;1043
739;989
740;994
741;972
742;976
743;1033
744;1034
745;946
746;994
747;983
748;929
749;935
750;957
751;1034
752;977
753;1018
754;995
755;1023
756;967
757;1023
758;1009
759;1026
760;961
761;929
762;1041
763;962
764;1029
765;980
766;1053
767;1020
768;946
769;1002
770;1038
771;1027
772;983
773;959
774;1001
775;1025
776;1001
777;964
778;1001
779;954
780;980
781;1017
782;1009
783;969
784;1002
785;1005
786;1008
787;956
788;1012
789;1028
790;990
791;1013
792;943
793;986
794;1036
795;985
796;1037
797;982
798;1052
799;1000
800;931
801;909
802;1033
803;1029
804;995
805;1019
806;997
807;968
808;977
809;987
810;978
811;1048
812;967
813;1011
814;972
815;976
816;1005
817;981
818;942
819;1003
820;1013
821;1019
822;1013
823;996
824;1024
825;1029
826;970
827;1030
828;971
829;1003
830;1027
831;1013
832;984
833;1053
834;1041
835;958
836;972
837;1013
838;993
839;955
840;1013
841;1019
842;1025
843;976
844;1020
845;985
846;1006
847;1024
848;956
849;1049
850;1017
851;1020
852;973
853;1017
854;1034
855;1014
856;964
857;1023
858;1012
859;1002
860;978
861;1028
862;1001
863;1000
864;1012
865;973
866;1006
867;1023
868;1031
869;1009
870;988
871;943
872;977
873;994
874;1022
875;989
876;1007
877;948
878;1004
879;960
880;1056
881;943
882;988
883;1008
884;1044
885;973
886;1005
887;1060
888;940
889;1035
890;1013
891;957
892;1000
893;990
894;1063
895;1025
896;993
897;955
898;1062
899;970
900;1005
901;980
902;960
903;964
904;983
905;1034
906;1022
907;956
908;1019
909;1006
910;971
911;1038
912;958
913;972
914;1036
915;974
916;1028
917;1029
918;1006
919;974
920;1010
921;956
922;1015
923;936
924;988
925;1021
926;1015
927;926
928;973
929;1053
930;953
931;1003
932;981
933;961
934;983
935;999
936;976
937;1006
938;965
939;987
940;1026
941;1018
942;1012
943;969
944;993
945;962
946;966
947;1031
948;1045
949;1007
950;1010
951;916
952;994
953;997
954;1007
955;1001
956;1034
957;1053
958;982
959;969
960;933
961;1025
962;1013
963;976
964;1006
965;997
966;993
967;1042
968;1020
969;1010
970;1029
971;985
972;996
973;957
974;981
975;1001
976;1033
977;1019
978;1041
979;985
980;981
981;1002
982;960
983;986
984;988
985;1017
986;960
987;1008
988;982
989;1013
990;990
991;953
992;976
993;970
994;1019
995;972
996;1038
997;1011
998;994
999;1028
