gen;size
0;1000
1;1000
2;1000
3;1000
4;1000
5;1000
6;1000
7;1000
8;1000
9;1000
10;1000
11;1000
12;1000
13;1000
14;1000
15;1000
16;1000
17;1000
18;1000
19;1000
20;1000
21;1000
22;1000
23;1000
24;1000
25;1000
26;1000
27;1000
28;1000
29;1000
30;1000
31;1000
32;1000
33;1000
34;1000
35;1000
36;1000
37;1000
38;1000
39;1000
40;1000
41;1000
42;1000
43;1000
44;1000
45;1000
46;1000
47;1000
48;1000
49;1000
50;1000
51;1000
52;1000
53;1000
54;1000
55;1000
56;1000
57;1000
58;1000
59;1000
60;1000
61;1000
62;1000
63;1000
64;1000
65;1000
66;1000
67;1000
68;1000
69;1000
70;1000
71;1000
72;1000
73;1000
74;1000
75;1000
76;1000
77;1000
78;1000
79;1000
80;1000
81;1000
82;1000
83;1000
84;1000
85;1000
86;1000
87;1000
88;1000
89;1000
90;1000
91;1000
92;1000
93;1000
94;1000
95;1000
96;1000
97;1000
98;1000
99;1000
100;1000
101;1000
102;1000
103;1000
104;1000
105;1000
106;1000
107;1000
108;1000
109;1000
110;1000
111;1000
112;1000
113;1000
114;1000
115;1000
116;1000
117;1000
118;1000
119;1000
120;1000
121;1000
122;1000
123;1000
124;1000
125;1000
126;1000
127;1000
128;1000
129;1000
130;1000
131;1000
132;1000
133;1000
134;1000
135;1000
136;1000
137;1000
138;1000
139;1000
140;1000
141;1000
142;1000
143;1000
144;1000
145;1000
146;1000
147;1000
148;1000
149;1000
150;1000
151;1000
152;1000
153;1000
154;1000
155;1000
156;1000
157;1000
158;1000
159;1000
160;1000
161;1000
162;1000
163;1000
164;1000
165;1000
166;1000
167;1000
168;1000
169;1000
170;1000
171;1000
172;1000
173;1000
174;1000
175;1000
176;1000
177;1000
178;1000
179;1000
180;1000
181;1000
182;1000
183;1000
184;1000
185;1000
186;1000
187;1000
188;1000
189;1000
190;1000
191;1000
192;1000
193;1000
194;1000
195;1000
196;1000
197;1000
198;1000
199;1000
200;1000
201;1000
202;1000
203;1000
204;1000
205;1000
206;1000
207;1000
208;1000
209;1000
210;1000
211;1000
212;1000
213;1000
214;1000
215;1000
216;1000
217;1000
218;1000
219;1000
220;1000
221;1000
222;1000
223;1000
224;1000
225;1000
226;1000
227;1000
228;1000
229;1000
230;1000
231;1000
232;1000
233;1000
234;1000
235;1000
236;1000
237;1000
238;1000
239;1000
240;1000
241;1000
242;1000
243;1000
244;1000
245;1000
246;1000
247;1000
248;1000
249;1000
250;1000
251;1000
252;1000
253;1000
254;1000
255;1000
256;1000
257;1000
258;1000
259;1000
260;1000
261;1000
262;1000
263;1000
264;1000
265;1000
266;1000
267;1000
268;1000
269;1000
270;1000
271;1000
272;1000
273;1000
274;1000
275;1000
276;1000
277;1000
278;1000
279;1000
280;1000
281;1000
282;1000
283;1000
284;1000
285;1000
286;1000
287;1000
288;1000
289;1000
290;1000
291;1000
292;1000
293;1000
294;1000
295;1000
296;1000
297;1000
298;1000
299;1000
300;1000
301;1000
302;1000
303;1000
304;1000
305;1000
306;1000
307;1000
308;1000
309;1000
310;1000
311;1000
312;1000
313;1000
314;1000
315;1000
316;1000
317;1000
318;1000
319;1000
320;1000
321;1000
322;1000
323;1000
324;1000
325;1000
326;1000
327;1000
328;1000
329;1000
330;1000
331;1000
332;1000
333;1000
334;1000
335;1000
336;1000
337;1000
338;1000
339;1000
340;1000
341;1000
342;1000
343;1000
344;1000
345;1000
346;1000
347;1000
348;1000
349;1000
350;1000
351;1000
352;1000
353;1000
354;1000
355;1000
356;1000
357;1000
358;1000
359;1000
360;1000
361;1000
362;1000
363;1000
364;1000
365;1000
366;1000
367;1000
368;1000
369;1000
370;1000
371;1000
372;1000
373;1000
374;1000
375;1000
376;1000
377;1000
378;1000
379;1000
380;1000
381;1000
382;1000
383;1000
384;1000
385;1000
386;1000
387;1000
388;1000
389;1000
390;1000
391;1000
392;1000
393;1000
394;1000
395;1000
396;999
397;1008
398;1008
399;1008
400;1008
401;1008
402;1008
403;1008
404;1008
405;1008
406;1008
407;1008
408;1008
409;1008
410;1008
411;1008
412;1008
413;1008
414;1008
415;1008
416;1008
417;1008
418;1008
419;1008
420;1008
421;1008
422;1008
423;1008
424;1008
425;1008
426;1008
427;1008
428;1008
429;1008
430;1008
431;1008
432;1008
433;1008
434;1008
435;1008
436;1008
437;1008
438;1008
439;1008
440;1008
441;1008
442;1008
443;1008
444;1008
445;1008
446;1008
447;1008
448;1008
449;1008
450;1008
451;1008
452;1008
453;1008
454;1008
455;1008
456;1008
457;1008
458;1008
459;1008
460;1008
461;1008
462;1008
463;1008
464;1008
465;1008
466;1008
467;1008
468;1008
469;1008
470;1008
471;1008
472;1008
473;1008
474;1008
475;1008
476;1008
477;1008
478;1008
479;1008
480;1008
481;1008
482;1008
483;1008
484;1008
485;1008
486;1008
487;1008
488;1008
489;1008
490;1008
491;1008
492;1008
493;1008
494;1008
495;1008
496;1008
497;1008
498;1008
499;1008
500;1008
501;1008
502;1008
503;1008
504;1008
505;1008
506;1008
507;1008
508;1008
509;1008
510;1008
511;1008
512;1008
513;1008
514;1008
515;1008
516;1008
517;1008
518;1008
519;1008
520;1008
521;1008
522;1008
523;1008
524;1008
525;1008
526;1008
527;1008
528;1008
529;1008
530;1008
531;1008
532;1008
533;1008
534;1008
535;1008
536;1008
537;1008
538;1008
539;1008
540;1008
541;1008
542;1008
543;1008
544;1008
545;1008
546;1008
547;1008
548;1008
549;1008
550;1008
551;1008
552;1008
553;1008
554;1008
555;1008
556;1008
557;1008
558;1008
559;1008
560;1008
561;1008
562;1008
563;1008
564;1008
565;1008
566;1008
567;1008
568;1008
569;1008
570;1008
571;1008
572;1008
573;1008
574;1008
575;1008
576;1008
577;1008
578;1008
579;1008
580;1008
581;1008
582;1008
583;1008
584;1008
585;1008
586;1008
587;1008
588;1008
589;1008
590;1008
591;1008
592;1008
593;1008
594;1008
595;1008
596;1008
597;1008
598;1008
599;1008
600;1008
601;1008
602;1008
603;1008
604;1008
605;1008
606;1008
607;1008
608;1008
609;1008
610;1008
611;1008
612;1008
613;1008
614;1008
615;1008
616;1008
617;1008
618;1008
619;1008
620;1008
621;1008
622;1008
623;1008
624;1008
625;1008
626;1008
627;1008
628;1008
629;1008
630;1008
631;1008
632;1008
633;1008
634;1008
635;1008
636;1008
637;1008
638;1008
639;1008
640;1008
641;1008
642;1008
643;1008
644;1008
645;1008
646;1008
647;1008
648;1008
649;1008
650;1008
651;1008
652;1008
653;1008
654;1008
655;1008
656;1008
657;1008
658;1008
659;1008
660;1008
661;1008
662;1008
663;1008
664;1008
665;1008
666;1008
667;1008
668;1008
669;1008
670;1008
671;1008
672;1008
673;1008
674;1008
675;1008
676;1008
677;1008
678;1008
679;1008
680;1008
681;1008
682;1008
683;1008
684;1008
685;1008
686;1008
687;1008
688;1008
689;1008
690;1008
691;1008
692;1008
693;1008
694;1008
695;1008
696;1008
697;1008
698;1008
699;1008
700;1008
701;1008
702;1008
703;1008
704;1008
705;1008
706;1008
707;1008
708;1008
709;1008
710;1008
711;1008
712;1008
713;1008
714;1008
715;1008
716;1008
717;1008
718;1008
719;1008
720;1008
721;1008
722;1008
723;1008
724;1008
725;1008
726;1008
727;1008
728;1008
729;1008
730;1008
731;1008
732;1008
733;1008
734;1008
735;1008
736;1008
737;1008
738;1008
739;1008
740;1008
741;1008
742;1008
743;1008
744;1008
745;1008
746;1008
747;1008
748;1008
749;1008
750;1008
751;1008
752;1008
753;1008
754;1008
755;1008
756;1008
757;1008
758;1008
759;1008
760;1008
761;1008
762;1008
763;1008
764;1008
765;1008
766;1008
767;1008
768;1008
769;1008
770;1008
771;1008
772;1008
773;1008
774;1008
775;1008
776;1008
777;1008
778;1008
779;1008
780;1008
781;1008
782;1008
783;1008
784;1008
785;1008
786;1008
787;1008
788;1008
789;1008
790;1008
791;1008
792;1008
793;1008
794;1008
795;1008
796;1008
797;1008
798;1008
799;1008
800;1008
801;1008
802;1008
803;1008
804;1008
805;1008
806;1008
807;1008
808;1008
809;1008
810;1008
811;1008
812;1008
813;1008
814;1008
815;1008
816;1008
817;1008
818;1008
819;1008
820;1008
821;1008
822;1008
823;1008
824;1008
825;1008
826;1008
827;1008
828;1008
829;1008
830;1008
831;1008
832;1008
833;1008
834;1008
835;1008
836;1008
837;1008
838;1008
839;1008
840;1008
841;1008
842;1008
843;1008
844;1008
845;1008
846;1008
847;1008
848;1008
849;1008
850;1008
851;1008
852;1008
853;1008
854;1008
855;1008
856;1008
857;1008
858;1008
859;1008
860;1008
861;1008
862;1008
863;1008
864;1008
865;1008
866;1008
867;1008
868;1008
869;1008
870;1008
871;1008
872;1008
873;1008
874;1008
875;1008
876;1008
877;1008
878;1008
879;1008
880;1008
881;1008
882;1008
883;1008
884;1008
885;1008
886;1008
887;1008
888;1008
889;1008
890;1008
891;1008
892;1008
893;1008
894;1008
895;1008
896;1008
897;1008
898;1008
899;1008
900;1008
901;1008
902;1008
903;1008
904;1008
905;1008
906;1008
907;1008
908;1008
909;1008
910;1008
911;1008
912;1008
913;1008
914;1008
915;1008
916;1008
917;1008
918;1008
919;1008
920;1008
921;1008
922;1008
923;1008
924;1008
925;1008
926;1008
927;1008
928;1008
929;1008
930;1008
931;1008
932;1008
933;1008
934;1008
935;1008
936;1008
937;1008
938;1008
939;1008
940;1008
941;1008
942;1008
943;1008
944;1008
945;1008
946;1008
947;1008
948;1008
949;1008
950;1008
951;1008
952;1008
953;1008
954;1008
955;1008
956;1008
957;1008
958;1008
959;1008
960;1008
961;1008
962;1008
963;1008
964;1008
965;1008
966;1008
967;1008
968;1008
969;1008
970;1008
971;1008
972;1008
973;1008
974;1008
975;1008
976;1008
977;1008
978;1008
979;1008
980;1008
981;1008
982;1008
983;1008
984;1008
985;1008
986;1008
987;1008
988;1008
989;1008
990;1008
991;1008
992;1008
993;1008
994;1008
995;1008
996;1008
997;1008
998;1008
999;1008
