gen;size
748;983
749;987
750;1046
751;1048
752;1052
753;1019
754;1035
755;1000
756;1052
757;1010
758;1009
759;1065
760;1010
761;1003
762;1022
763;943
764;996
765;990
766;1070
767;977
768;1017
769;999
770;1044
771;984
772;966
773;1002
774;1001
775;990
776;1048
777;979
778;951
779;970
780;1009
781;996
782;966
783;940
784;1019
785;922
786;986
787;1033
788;993
789;1014
790;996
791;936
792;968
793;984
794;1024
795;1019
796;1031
797;926
798;978
799;951
800;1011
801;1039
802;947
803;1005
804;1028
805;940
806;1072
807;1024
808;978
809;1016
810;957
811;1000
812;1035
813;997
814;1068
815;988
816;1040
817;1039
818;985
819;958
820;953
821;1016
822;990
823;1031
824;1052
825;1051
826;998
827;1013
828;979
829;1020
830;1003
831;942
832;966
833;974
834;973
835;918
836;957
837;1008
838;1003
839;1104
840;967
841;983
842;994
843;972
844;996
845;1047
846;979
847;1039
848;1093
849;982
850;1071
851;1029
852;1015
853;988
854;1064
855;994
856;987
857;1034
858;1065
859;1004
860;1002
861;989
862;959
863;955
864;963
865;961
866;990
867;1013
868;1005
869;1021
870;978
871;1012
872;1046
873;995
874;994
875;1004
876;1004
877;989
878;975
879;1063
880;1063
881;970
882;997
883;1033
884;999
885;968
886;1036
887;1023
888;942
889;1022
890;970
891;1006
892;1014
893;995
894;1017
895;992
896;1005
897;1004
898;994
899;1031
900;1026
901;1026
902;953
903;1035
904;1033
905;964
906;966
907;994
908;943
909;985
910;1016
911;1023
912;977
913;983
914;1042
915;959
916;1004
917;984
918;977
919;1013
920;938
921;1004
922;929
923;997
924;1062
925;979
926;1001
927;1029
928;1065
929;995
930;1013
931;1004
932;1002
933;965
934;986
935;997
936;1010
937;1055
938;1012
939;961
940;991
941;1020
942;983
943;1032
944;1022
945;1014
946;1061
947;984
948;973
949;1015
950;980
951;1066
952;981
953;1055
954;1046
955;988
956;1009
957;992
958;986
959;962
960;1016
961;956
962;965
963;1038
964;1015
965;996
966;991
967;1021
968;997
969;997
970;1029
971;939
972;1075
973;1028
974;962
975;1032
976;966
977;1032
978;1074
979;961
980;1022
981;1065
982;971
983;1012
984;960
985;1027
986;971
987;962
988;956
989;985
990;997
991;1049
992;1026
993;1024
994;1015
995;1021
996;1020
997;989
998;1020
999;1007
