gen;size
316;1052
317;961
318;1035
319;1021
320;991
321;1036
322;993
323;993
324;1024
325;1001
326;919
327;976
328;1023
329;987
330;1020
331;1037
332;960
333;1006
334;1068
335;998
336;991
337;1004
338;999
339;1017
340;1042
341;990
342;1016
343;1035
344;1022
345;965
346;959
347;998
348;992
349;1030
350;1043
351;1011
352;1014
353;1015
354;1052
355;930
356;1017
357;1027
358;973
359;950
360;986
361;1008
362;993
363;1007
364;959
365;969
366;991
367;1016
368;1008
369;995
370;991
371;994
372;960
373;1007
374;944
375;994
376;972
377;989
378;1034
379;1070
380;965
381;1037
382;946
383;981
384;982
385;1004
386;994
387;995
388;998
389;1012
390;1020
391;1022
392;931
393;962
394;963
395;998
396;1011
397;992
398;1014
399;963
400;1008
401;1020
402;1011
403;996
404;1006
405;1020
406;937
407;986
408;998
409;1013
410;1057
411;937
412;1043
413;999
414;953
415;1003
416;992
417;1007
418;1050
419;1027
420;1017
421;1029
422;1002
423;968
424;983
425;1025
426;1001
427;999
428;967
429;1023
430;1016
431;1040
432;995
433;1013
434;1009
435;1029
436;1009
437;1009
438;990
439;950
440;1000
441;1064
442;983
443;1036
444;952
445;957
446;1042
447;957
448;994
449;968
450;1021
451;919
452;1039
453;1027
454;1007
455;987
456;1065
457;1060
458;995
459;1026
460;1002
461;1032
462;989
463;1005
464;970
465;982
466;1027
467;1026
468;963
469;944
470;1005
471;988
472;982
473;968
474;953
475;950
476;977
477;1028
478;954
479;970
480;987
481;1007
482;984
483;973
484;1031
485;980
486;963
487;1017
488;1006
489;1041
490;1018
491;1000
492;972
493;1012
494;1037
495;992
496;998
497;992
498;1002
499;987
500;975
501;1019
502;1018
503;1005
504;1009
505;1015
506;1014
507;966
508;992
509;1013
510;966
511;1061
512;939
513;972
514;1036
515;983
516;998
517;951
518;1053
519;994
520;1007
521;1007
522;1028
523;1054
524;946
525;1014
526;1015
527;996
528;995
529;983
530;986
531;985
532;956
533;1021
534;998
535;990
536;953
537;978
538;1032
539;995
540;989
541;971
542;1026
543;1051
544;995
545;1004
546;1008
547;967
548;1068
549;974
550;968
551;1010
552;980
553;935
554;974
555;1069
556;1019
557;989
558;985
559;973
560;990
561;1028
562;999
563;990
564;976
565;1006
566;942
567;997
568;987
569;996
570;1013
571;958
572;1033
573;970
574;1000
575;984
576;1084
577;1008
578;956
579;979
580;1021
581;977
582;1011
583;1010
584;1044
585;1004
586;1018
587;985
588;961
589;1017
590;1054
591;994
592;980
593;957
594;1034
595;996
596;1006
597;1030
598;996
599;1012
600;997
601;1000
602;1022
603;939
604;988
605;1035
606;977
607;1058
608;953
609;1006
610;1002
611;996
612;962
613;1046
614;951
615;995
616;1047
617;969
618;991
619;1030
620;981
621;993
622;1005
623;1007
624;1020
625;1034
626;1029
627;991
628;999
629;1022
630;986
631;977
632;1008
633;1050
634;1019
635;964
636;1017
637;1008
638;1024
639;1018
640;986
641;969
642;1015
643;999
644;964
645;1030
646;913
647;963
648;1014
649;1007
650;959
651;984
652;1022
653;982
654;1002
655;1043
656;975
657;910
658;1016
659;936
660;965
661;1020
662;952
663;956
664;958
665;980
666;1027
667;1010
668;1019
669;1036
670;993
671;995
672;972
673;966
674;977
675;1035
676;951
677;1015
678;1026
679;947
680;1032
681;977
682;1001
683;1044
684;967
685;994
686;1022
687;1008
688;1012
689;957
690;1005
691;1001
692;1011
693;1007
694;1002
695;1005
696;1014
697;973
698;1012
699;1045
700;961
701;950
702;974
703;995
704;954
705;985
706;984
707;984
708;976
709;1022
710;951
711;945
712;1052
713;1042
714;1002
715;1023
716;973
717;960
718;962
719;958
720;951
721;983
722;960
723;944
724;988
725;974
726;962
727;998
728;1002
729;1016
730;935
731;997
732;1044
733;985
734;968
735;968
736;981
737;973
738;1039
739;991
740;995
741;975
742;975
743;1031
744;1031
745;951
746;991
747;982
748;927
749;936
750;955
751;1029
752;975
753;1019
754;982
755;1025
756;971
757;1007
758;996
759;1038
760;968
761;932
762;1029
763;957
764;1035
765;982
766;1043
767;1030
768;951
769;988
770;1057
771;1023
772;986
773;964
774;991
775;1036
776;1006
777;964
778;1008
779;948
780;974
781;1027
782;998
783;966
784;1002
785;1000
786;1008
787;956
788;1022
789;1025
790;980
791;1015
792;948
793;983
794;1026
795;991
796;1034
797;978
798;1052
799;1004
800;935
801;889
802;1025
803;1033
804;1004
805;1019
806;995
807;972
808;975
809;978
810;961
811;1055
812;982
813;996
814;985
815;951
816;1025
817;987
818;950
819;990
820;1021
821;1002
822;1038
823;989
824;1018
825;1030
826;974
827;1017
828;982
829;981
830;1048
831;1025
832;985
833;1050
834;1024
835;963
836;981
837;1001
838;984
839;950
840;1031
841;1011
842;1025
843;962
844;1010
845;995
846;1010
847;1000
848;981
849;1038
850;1012
851;1010
852;991
853;1002
854;1039
855;1025
856;972
857;1008
858;1033
859;1008
860;971
861;1005
862;1020
863;1002
864;1012
865;974
866;1004
867;1031
868;1009
869;1036
870;989
871;941
872;978
873;985
874;1029
875;1005
876;983
877;947
878;990
879;963
880;1058
881;963
882;976
883;1004
884;1054
885;976
886;995
887;1045
888;959
889;1045
890;994
891;979
892;990
893;990
894;1062
895;1019
896;1006
897;949
898;1072
899;969
900;1004
901;983
902;957
903;981
904;978
905;1020
906;1012
907;982
908;1006
909;1011
910;972
911;1022
912;977
913;971
914;1005
915;1022
916;1007
917;1017
918;1009
919;972
920;1010
921;963
922;1020
923;926
924;986
925;1013
926;1027
927;930
928;967
929;1046
930;974
931;1000
932;977
933;967
934;966
935;995
936;996
937;999
938;979
939;966
940;1026
941;1009
942;1028
943;971
944;988
945;967
946;980
947;1013
948;1038
949;1031
950;1007
951;913
952;999
953;992
954;1009
955;996
956;1044
957;1042
958;964
959;967
960;942
961;1025
962;1008
963;972
964;998
965;1009
966;982
967;1041
968;1011
969;1020
970;1025
971;996
972;988
973;958
974;988
975;996
976;1018
977;1047
978;1032
979;996
980;968
981;999
982;970
983;986
984;985
985;1005
986;958
987;1014
988;989
989;997
990;999
991;948
992;971
993;968
994;1000
995;1006
996;1029
997;1001
998;1007
999;1031
