gen;size
307;1014
308;970
309;988
310;960
311;983
312;973
313;1001
314;1011
315;1039
316;994
317;1007
318;950
319;1014
320;1014
321;964
322;975
323;1063
324;966
325;974
326;958
327;1026
328;1069
329;1020
330;979
331;1010
332;989
333;991
334;1006
335;1033
336;995
337;1021
338;1008
339;969
340;1081
341;959
342;989
343;933
344;991
345;999
346;935
347;968
348;985
349;1022
350;1013
351;1017
352;1025
353;955
354;968
355;991
356;1051
357;1066
358;1007
359;988
360;1005
361;1029
362;987
363;1011
364;1025
365;1041
366;1015
367;1090
368;995
369;997
370;972
371;992
372;1035
373;992
374;1013
375;968
376;1022
377;983
378;1016
379;967
380;1012
381;1049
382;975
383;997
384;1027
385;973
386;1013
387;970
388;1054
389;1001
390;1004
391;936
392;1002
393;1068
394;1057
395;967
396;1001
397;980
398;989
399;1023
400;962
401;1012
402;1053
403;1042
404;1017
405;1000
406;942
407;978
408;984
409;1018
410;1020
411;1017
412;999
413;1015
414;1035
415;1001
416;1028
417;1001
418;1002
419;1027
420;1020
421;978
422;951
423;1037
424;936
425;985
426;1037
427;929
428;993
429;1022
430;986
431;986
432;982
433;973
434;1097
435;992
436;1025
437;986
438;982
439;1026
440;949
441;973
442;1035
443;980
444;1037
445;995
446;994
447;1018
448;1017
449;1077
450;1031
451;1002
452;983
453;942
454;1025
455;1033
456;939
457;983
458;960
459;992
460;972
461;1002
462;988
463;1022
464;1021
465;967
466;1039
467;952
468;993
469;1042
470;1021
471;1011
472;974
473;961
474;1011
475;1058
476;1053
477;1025
478;1059
479;1038
480;1021
481;971
482;1034
483;994
484;1046
485;980
486;1018
487;982
488;1002
489;1001
490;1027
491;989
492;998
493;956
494;990
495;1005
496;1055
497;950
498;997
499;1039
500;964
501;943
502;1002
503;1019
504;1032
505;1024
506;1033
507;986
508;1013
509;1011
510;988
511;1005
512;958
513;958
514;1031
515;1009
516;989
517;1021
518;1046
519;1005
520;989
521;950
522;1012
523;1000
524;1055
525;1038
526;1025
527;1009
528;986
529;982
530;1030
531;986
532;1025
533;1011
534;999
535;944
536;976
537;1011
538;997
539;978
540;1024
541;982
542;988
543;1007
544;955
545;1016
546;1099
547;1014
548;1029
549;1006
550;952
551;1033
552;1021
553;954
554;997
555;973
556;965
557;1038
558;1011
559;1004
560;1001
561;1036
562;966
563;964
564;1003
565;934
566;1000
567;1023
568;990
569;1000
570;972
571;1043
572;1007
573;1015
574;979
575;963
576;978
577;1040
578;1027
579;1009
580;962
581;1009
582;1031
583;1057
584;1026
585;983
586;1014
587;991
588;997
589;1005
590;1020
591;1019
592;1005
593;1023
594;1002
595;1022
596;1026
597;1011
598;963
599;981
600;935
601;953
602;1032
603;1016
604;935
605;991
606;1049
607;994
608;993
609;980
610;986
611;996
612;951
613;970
614;964
615;997
616;993
617;978
618;951
619;946
620;1015
621;968
622;936
623;979
624;1015
625;984
626;972
627;976
628;1000
629;996
630;1029
631;1000
632;1016
633;1001
634;1058
635;954
636;964
637;1061
638;971
639;999
640;999
641;995
642;1031
643;971
644;989
645;1070
646;1039
647;1020
648;995
649;983
650;984
651;981
652;1018
653;1025
654;1024
655;963
656;947
657;1110
658;960
659;973
660;977
661;1002
662;951
663;1019
664;1033
665;1062
666;977
667;964
668;999
669;1017
670;965
671;970
672;958
673;1054
674;1012
675;986
676;1013
677;963
678;1038
679;970
680;1030
681;985
682;1017
683;999
684;1010
685;993
686;931
687;1055
688;1031
689;1018
690;1016
691;977
692;973
693;1006
694;999
695;1030
696;950
697;969
698;1026
699;978
700;978
701;998
702;1019
703;1005
704;999
705;1014
706;951
707;1030
708;982
709;971
710;986
711;1047
712;968
713;959
714;1029
715;1002
716;1046
717;1010
718;1011
719;976
720;1046
721;1057
722;983
723;954
724;1006
725;982
726;993
727;1008
728;1084
729;1003
730;982
731;967
732;1036
733;994
734;997
735;1036
736;1015
737;1004
738;1015
739;991
740;976
741;996
742;1018
743;1005
744;1011
745;1033
746;1014
747;997
748;962
749;990
750;991
751;1048
752;1009
753;943
754;930
755;1010
756;1010
757;1010
758;981
759;998
760;1098
761;963
762;964
763;1020
764;1005
765;956
766;1019
767;954
768;964
769;1036
770;1011
771;1008
772;1021
773;1003
774;1021
775;979
776;995
777;1064
778;985
779;987
780;1032
781;998
782;983
783;1027
784;1058
785;1013
786;1054
787;1000
788;1013
789;1000
790;1032
791;1003
792;999
793;1000
794;947
795;995
796;1067
797;978
798;1002
799;991
800;923
801;976
802;975
803;1026
804;1006
805;1025
806;1026
807;1006
808;980
809;1003
810;964
811;976
812;1049
813;977
814;1049
815;989
816;994
817;1023
818;1053
819;1002
820;989
821;995
822;992
823;1005
824;965
825;1044
826;977
827;1012
828;997
829;1010
830;1016
831;934
832;993
833;961
834;1051
835;967
836;1070
837;959
838;955
839;1024
840;1032
841;1006
842;1001
843;995
844;975
845;1027
846;1015
847;964
848;1012
849;960
850;1032
851;981
852;1014
853;988
854;1005
855;927
856;1008
857;998
858;1007
859;1068
860;1007
861;1045
862;990
863;1010
864;963
865;1000
866;926
867;980
868;989
869;985
870;975
871;976
872;1004
873;954
874;1029
875;1012
876;1036
877;978
878;970
879;1036
880;978
881;971
882;1019
883;978
884;1013
885;958
886;961
887;1015
888;1028
889;960
890;1066
891;962
892;975
893;1019
894;1043
895;970
896;1053
897;986
898;979
899;983
900;962
901;1022
902;992
903;1035
904;992
905;1004
906;1013
907;978
908;1021
909;1042
910;998
911;973
912;989
913;1010
914;986
915;996
916;1050
917;1029
918;954
919;961
920;977
921;1048
922;983
923;986
924;977
925;983
926;1055
927;1012
928;994
929;982
930;983
931;1003
932;997
933;951
934;1001
935;991
936;1049
937;961
938;983
939;935
940;936
941;1034
942;1006
943;1030
944;990
945;1004
946;1045
947;1019
948;1011
949;997
950;980
951;990
952;976
953;1021
954;979
955;986
956;978
957;962
958;965
959;997
960;995
961;984
962;998
963;1044
964;1033
965;973
966;1001
967;995
968;1030
969;1046
970;1014
971;1003
972;1012
973;963
974;994
975;971
976;982
977;1073
978;969
979;965
980;1003
981;991
982;973
983;954
984;1004
985;978
986;1013
987;967
988;1000
989;1013
990;1022
991;1020
992;989
993;1039
994;962
995;1076
996;995
997;1005
998;996
999;986
