id;x;y;sp
997;50.428822;81.876701;43
998;53.891293;76.492668;79
999;85.055428;94.236732;54
1000;49.306061;82.170731;43
1001;8.561402;15.648685;52
1002;5.094204;52.924778;42
1003;75.010452;48.265751;55
1004;58.215508;33.245850;55
1005;61.327271;34.849094;55
1006;69.879868;41.051281;55
1007;34.712349;99.663147;77
1008;27.898073;96.724831;20
1009;57.822762;75.638512;79
1010;67.221947;40.610046;55
1011;82.254196;89.147636;54
1012;62.221851;34.946541;55
1013;40.905628;2.762076;77
1014;84.404129;94.011253;54
1015;81.128090;87.703377;54
1016;54.685818;85.042717;43
1017;68.593895;94.784386;43
1018;3.189304;14.891308;52
1019;2.707214;14.536121;52
1020;67.086647;42.025322;55
1021;88.188644;5.201792;8
1022;58.496426;83.521233;43
1023;81.354012;2.303532;53
1024;53.198460;79.834122;43
1025;84.780525;95.477333;54
1026;47.192329;60.955292;43
1027;53.411251;71.862144;79
1028;46.098251;64.538994;79
1029;8.079382;25.117083;9
1030;6.394571;12.335653;52
1031;2.206764;8.297121;52
1032;84.530510;94.799530;54
1033;53.165131;68.469116;79
1034;73.177299;45.758236;55
1035;80.662506;91.551140;54
1036;53.727547;79.258743;43
1037;79.109680;1.017178;53
1038;62.318302;83.364128;79
1039;75.127304;42.587875;55
1040;91.415581;94.510536;54
1041;5.260884;16.806158;52
1042;74.534302;87.787590;54
1043;36.270691;99.860405;77
1044;69.118309;97.966370;43
1045;42.015202;14.523716;74
1046;41.360428;74.587471;43
1047;87.500069;36.167435;51
1048;93.336121;50.318928;51
1049;92.550697;94.833641;54
1050;38.694958;54.171257;43
1051;37.312309;40.354267;43
1052;6.119975;71.380714;78
1053;66.327858;79.596603;79
1054;83.933189;92.797874;54
1055;91.919273;34.453171;80
1056;74.953636;50.368168;55
1057;87.297928;96.349541;54
1058;68.593895;94.784386;43
1059;60.763523;32.132355;55
1060;91.415581;94.510536;54
1061;13.686119;60.633869;29
1062;65.902679;39.162102;55
