id;x;y;sp
174;29.496473;63.530582;24
175;61.926205;60.832119;10
176;27.244701;58.462589;24
177;45.261845;71.314644;12
178;40.692551;29.017277;23
179;70.396774;78.489296;1
180;75.557182;31.802378;3
181;9.401159;84.529991;9
182;54.968037;25.740324;27
183;68.729546;75.999939;1
184;11.618764;94.008408;1
185;0.901947;70.928337;7
186;69.808426;9.724490;14
187;94.740326;96.632057;1
188;48.730671;63.387402;1
189;99.375603;23.959183;30
190;5.639340;95.810379;9
191;57.546364;49.247318;10
192;58.202549;72.998352;22
193;56.657906;72.401932;22
194;74.976265;5.884181;30
195;2.908455;84.300354;27
196;96.825584;96.142082;30
197;13.581822;63.731873;24
198;93.231102;83.197762;1
199;94.574295;86.715111;1
200;65.887047;43.956284;35
201;91.739723;49.930492;27
202;86.902771;8.458540;36
203;95.113106;22.455744;36
204;96.509514;83.812881;9
205;70.140305;78.115715;1
206;19.510374;6.052009;27
207;0.128639;88.555679;9
208;76.662552;63.608654;10
209;5.593314;48.728893;30
210;96.954247;93.481834;30
211;95.214951;25.383564;36
212;20.622681;2.978497;27
213;67.031601;0.761314;30
214;8.497496;87.645981;5
215;10.421275;94.200417;0
216;92.667725;8.752601;6
217;57.259216;87.030609;26
218;64.590218;3.279281;30
219;83.332123;5.480465;6
220;62.101036;91.875343;26
221;96.020988;45.394173;30
222;59.740395;82.143539;6
223;56.710102;81.623184;6
224;58.188637;82.139786;6
225;8.723217;89.959412;27
226;1.813278;25.981256;36
227;45.023029;59.052246;37
228;12.913206;1.094360;0
229;2.553909;90.687149;1
230;63.152061;18.948025;3
231;99.470032;38.245213;18
232;36.611206;53.741165;32
233;23.353022;44.220573;25
234;9.065717;84.100533;5
235;43.969082;63.214813;37
236;43.591595;69.363670;32
237;4.579627;97.599518;4
238;19.464695;65.697212;5
239;4.990342;82.956810;4
240;84.214157;40.670757;27
241;22.413170;49.283615;13
242;4.855165;23.387838;6
243;9.020264;86.375107;5
244;9.167310;9.177401;2
245;39.500687;49.543449;32
246;2.193377;7.169306;2
247;39.615208;10.346069;21
248;16.967730;6.435190;0
249;92.033813;55.110561;7
250;55.308369;56.690636;31
251;34.674061;48.955978;32
252;29.822306;48.743828;32
253;66.224274;19.219740;14
254;13.886826;87.453766;4
255;61.941715;79.269295;1
256;42.548912;69.455841;8
257;68.224815;61.701340;7
258;92.007080;88.658043;1
259;11.645504;85.935509;9
260;64.127838;70.612663;10
261;68.316277;56.900066;7
262;65.495300;70.629143;11
263;19.516733;43.564808;13
264;68.158272;77.508568;11
265;40.669277;58.220108;37
266;60.945736;84.011940;16
267;43.968452;73.550186;12
268;18.379301;3.927712;0
269;43.450413;64.239929;37
270;68.549416;3.979614;30
271;13.095703;75.467186;38
272;69.857346;70.966209;11
273;11.773462;33.980103;13
274;18.995403;6.809346;0
275;65.751900;11.002834;14
276;93.537827;42.371651;15
277;12.282239;76.322289;38
278;42.382320;67.992966;12
279;14.447048;49.542484;30
280;25.409042;46.895653;25
281;9.427799;86.872803;9
282;75.263687;61.369038;7
283;14.865797;65.836380;5
284;15.405071;51.403027;39
285;28.449596;46.527851;13
286;43.013977;61.397518;37
287;61.773521;71.530472;16
288;66.623016;48.889751;35
289;84.823685;63.466858;20
290;86.882339;91.623856;22
291;96.541328;78.933235;4
292;19.546501;55.747654;39
293;66.859901;19.858410;3
294;3.212517;43.588516;30
295;87.786110;68.629227;20
296;92.372009;48.871571;15
297;65.639038;82.977890;16
298;51.144993;80.795059;40
299;23.680912;17.776817;2
300;17.916359;11.068567;2
301;47.305508;64.577370;8
302;7.745281;74.409157;38
303;66.141724;97.233818;30
304;49.954788;77.709419;40
305;91.005760;79.355087;1
306;99.706306;39.400288;30
307;68.853317;73.783371;1
308;97.622871;69.802536;7
309;57.111954;71.905548;16
310;37.521236;49.097740;17
311;58.543102;85.412544;10
312;31.373169;69.713127;12
313;92.850990;80.741196;4
314;86.897041;37.279175;18
315;10.291569;37.920883;13
316;35.292080;56.722004;32
317;91.904488;42.337406;15
318;37.280899;13.476367;21
319;25.815063;29.029375;0
320;1.929626;62.174107;7
321;47.314754;69.841476;32
322;44.336655;52.942650;32
323;1.316849;75.308487;7
324;50.278866;47.022953;17
325;7.417135;71.583008;38
326;96.647209;27.095274;30
327;57.765026;54.055584;19
328;91.367310;78.020767;4
329;32.142349;7.449643;27
330;96.995445;99.884384;1
331;78.496910;66.137802;20
332;75.653770;72.973495;1
333;49.730156;21.508932;27
334;37.280899;13.476367;21
335;34.229881;70.754166;12
336;0.927170;69.441444;7
337;97.607285;35.245251;30
338;91.104446;48.822979;7
339;76.473648;66.768433;7
340;64.798187;67.900948;1
341;56.604652;71.173584;22
342;64.474319;14.955592;14
343;74.824432;70.691063;7
344;34.191856;19.698673;27
345;49.747356;67.213264;1
346;87.887459;18.886194;36
347;97.443283;84.834068;1
348;38.347530;60.801826;24
349;97.035362;59.865189;7
350;84.216614;90.332413;22
351;72.476151;1.710732;30
352;91.319260;85.612595;1
353;63.687820;97.005424;30
354;50.849037;26.025440;23
355;33.099922;62.301769;24
356;94.032928;56.632713;7
357;29.478558;8.705046;27
358;89.784103;86.103844;1
359;63.221539;11.235548;3
360;48.954323;65.459351;1
361;79.861496;83.786537;22
362;29.839003;44.019100;25
363;1.768005;90.517502;1
364;5.183478;93.580185;9
365;83.401611;42.201309;27
366;39.848495;3.599060;27
367;14.421336;43.188255;30
368;88.075668;16.846531;36
369;62.950104;76.581917;1
370;8.529928;46.900795;30
371;79.242546;1.390505;6
372;64.349373;89.471336;26
373;51.180820;21.317877;27
374;15.522814;46.283428;30
375;97.753426;44.338291;30
376;87.349937;5.250718;6
377;5.426764;45.268940;30
378;8.929703;50.894691;30
379;9.839420;42.278465;30
380;8.147015;57.125763;30
381;60.233841;66.945328;19
382;23.219296;11.888155;0
383;96.645569;92.010773;1
384;24.453575;14.525033;2
385;42.978119;30.144821;34
386;60.521416;10.545637;3
387;6.483746;90.886749;1
388;27.376144;23.081312;2
389;14.241218;47.713860;39
390;63.275311;16.453129;3
391;35.486664;54.008114;32
392;1.385714;47.707848;30
393;90.744682;88.467728;1
394;96.171944;66.968178;7
395;7.884182;49.237061;39
396;8.579171;53.231800;39
397;24.716684;42.802860;25
398;5.680378;86.267143;27
399;11.866854;62.530224;5
400;1.569615;41.542355;39
401;43.504662;38.468693;33
402;22.765636;51.569080;13
403;1.447226;79.601051;5
404;39.758808;62.784023;32
405;7.405988;7.692236;2
406;85.782257;64.021034;20
407;12.312535;91.330322;4
408;1.933723;45.631615;39
409;95.848015;82.495331;4
410;62.478973;20.032915;3
411;14.863859;92.598709;9
412;75.480125;14.571599;36
413;66.561653;17.150742;3
414;38.935780;23.961695;33
415;95.635910;58.834831;27
416;90.584152;50.354446;15
417;8.812551;1.968933;2
418;49.983837;67.168190;28
419;37.688782;47.796619;29
420;22.504248;5.133472;2
421;49.920761;23.020966;34
422;45.592194;40.137085;33
423;94.770203;42.666222;18
424;55.648380;57.133713;31
425;79.642319;35.871758;30
426;96.567047;25.286182;30
427;14.046006;47.371273;39
428;35.478134;51.107773;13
429;4.983945;56.784927;30
430;83.908791;6.079476;6
431;64.328690;59.204826;31
432;33.412060;49.199940;32
433;7.186278;82.033112;5
434;7.887548;96.200516;2
435;79.906425;62.085907;7
436;54.507751;55.994701;19
437;46.441772;51.877247;32
438;8.210623;99.465797;2
439;34.457104;12.651084;21
440;23.630451;9.293064;0
441;95.707825;70.450531;7
442;1.574142;42.220005;39
443;36.868153;24.396715;23
444;49.395950;67.814178;28
445;39.905788;53.773815;29
446;22.367310;17.304882;2
447;46.266174;69.210312;32
448;43.144344;55.997360;32
449;93.538506;55.063866;7
450;88.879585;74.784851;7
451;47.157543;66.214874;32
452;52.454044;56.476467;19
453;38.514977;49.065350;32
454;38.209045;50.244484;32
455;14.999395;0.287605;1
456;80.294754;65.356667;7
457;92.468369;3.200386;1
458;1.739874;47.822201;30
459;5.996709;94.949860;4
460;59.265957;29.879919;33
461;73.764297;67.182396;1
462;37.371563;16.786781;21
463;46.278355;44.703190;33
464;71.539505;26.584824;3
465;20.968063;55.445469;24
466;16.485168;61.887463;30
467;99.758667;90.690338;1
468;98.778366;94.875069;1
469;79.824409;37.106205;30
470;8.561238;82.848869;27
471;16.079180;47.605026;30
472;44.871178;68.475937;8
473;10.582748;84.534889;27
474;1.341366;95.490143;1
475;22.153694;94.104927;27
476;52.354176;56.511803;7
477;87.407104;91.272659;1
478;92.874657;69.824135;7
479;46.685165;22.812914;27
480;61.004829;9.263176;3
481;57.767387;25.806305;27
482;16.051947;3.433826;27
483;60.050838;86.130699;10
484;90.197304;93.288109;1
485;22.733387;22.071865;0
486;97.626686;41.504944;30
487;3.131149;95.764420;1
488;59.117485;62.828945;7
489;76.514389;65.986389;7
490;6.739083;50.020241;39
491;17.989548;7.978125;0
492;19.871014;48.611305;30
493;62.404385;97.024483;36
494;59.894260;0.585732;36
495;51.951942;60.873005;19
496;67.354263;79.592468;11
497;14.425201;86.459755;5
498;29.275066;45.580105;13
499;44.341278;59.725307;37
500;57.111954;71.905548;16
501;55.492550;53.023392;35
502;12.686785;97.472359;0
503;15.151990;94.569305;1
504;17.838806;5.260072;2
505;46.913815;64.274704;37
506;62.672710;19.485312;3
507;61.782345;26.035423;27
508;96.011169;40.227123;18
509;88.607849;97.210129;1
510;70.189537;8.456004;30
511;92.311424;45.903336;15
512;86.500603;36.453156;18
513;40.707943;25.427179;34
514;32.971668;48.326382;13
515;83.231407;99.772202;6
516;14.842135;71.868912;38
517;73.615028;70.062172;7
518;78.453514;93.322128;22
519;11.309400;31.265135;13
520;45.465477;50.026409;17
521;63.142170;80.579636;10
522;92.351669;43.280254;18
523;22.618202;6.810837;0
524;3.340608;90.450882;4
525;32.207378;59.223469;24
526;86.275803;11.628227;6
527;43.883591;25.496342;23
528;87.200630;48.261360;7
529;38.681355;51.335510;29
530;70.541771;20.036339;14
531;64.192421;93.939201;26
532;98.020477;36.024948;30
533;16.697294;95.416260;1
534;59.865921;85.362625;10
535;13.672475;1.915575;27
536;5.019820;86.912178;4
537;15.704535;74.373825;38
538;16.960892;50.857853;39
539;17.836803;48.392845;39
540;29.967434;0.980217;27
541;33.153000;6.375474;27
542;17.312670;62.764835;30
543;19.951050;55.748665;39
544;88.701019;38.879791;18
545;15.512310;86.820892;27
546;15.719598;51.893475;39
547;25.912064;6.066422;27
548;55.271736;19.740898;27
549;24.873970;43.468155;25
550;37.846920;69.196396;24
551;0.816525;92.189552;9
552;71.417160;71.437584;1
553;91.549561;21.558857;36
554;64.488724;53.063553;7
555;80.294754;65.356667;7
556;19.427359;62.714981;30
557;46.642166;25.817532;23
558;83.613739;13.236597;36
559;6.212017;39.492931;39
560;28.606514;27.995230;0
561;57.227974;39.413361;27
562;32.751747;10.847445;27
563;0.964806;85.124626;27
564;68.367996;5.843985;30
565;70.793022;2.172150;36
566;2.409859;57.175598;30
567;56.182796;56.084560;19
568;10.960271;88.050293;5
569;18.378483;47.370781;39
570;19.422163;46.064781;13
571;11.613003;86.980774;5
572;53.728531;34.230892;33
573;7.453816;11.723433;2
574;64.734665;96.655182;30
575;32.324509;61.047985;24
576;22.625607;48.885067;13
577;23.346100;44.288364;13
578;47.623604;66.099167;37
579;61.891277;85.105225;16
580;9.746759;82.867126;5
581;57.994041;49.771637;35
582;0.159836;33.744049;13
583;11.425121;83.730400;5
584;11.709196;7.654815;2
585;5.310582;85.212662;4
586;16.961058;0.213669;1
587;43.774200;38.326649;33
588;83.921364;67.390160;20
589;12.305836;99.909439;2
590;43.147812;17.205093;27
591;54.385761;44.149532;35
592;8.464874;83.257622;5
593;59.186340;74.296120;22
594;67.822479;2.888966;36
595;10.996685;43.949146;39
596;7.033682;85.424568;27
597;62.151405;29.937750;33
598;67.896400;17.141861;3
599;85.737556;50.785034;7
600;57.383930;22.495325;27
601;97.013588;36.418568;39
602;13.759417;96.147453;27
603;85.482208;14.054972;36
604;75.936043;29.345457;3
605;78.854340;91.041199;22
606;29.912373;4.740616;27
607;29.244267;57.018795;24
608;40.152702;6.132722;27
609;51.905777;49.666298;35
610;14.253018;81.717911;27
611;65.163292;17.680853;3
612;81.945770;69.427971;7
613;63.409611;45.127308;35
614;98.126671;71.887497;7
615;55.916279;31.941256;33
616;56.604652;71.173584;22
617;88.710419;70.997734;7
618;5.258926;54.816914;30
619;58.960735;26.023870;27
620;73.790527;99.924164;30
621;70.878448;0.057549;30
622;40.749874;18.648951;27
623;8.026507;80.019165;27
624;83.819099;64.104660;20
625;57.574162;73.778610;16
626;7.578279;7.798158;2
627;16.924744;47.461903;39
628;87.652367;35.569260;18
629;80.572006;39.593918;18
630;30.745403;47.745495;13
631;9.909147;9.633208;2
632;20.323349;48.181595;13
633;7.856380;78.916962;5
634;8.651512;12.875103;2
635;55.495792;96.494217;30
636;55.692398;32.588112;33
637;37.105377;52.683857;29
638;25.722609;10.708387;2
639;48.410072;70.350037;8
640;70.171959;4.981716;30
641;95.644310;29.000742;13
642;19.457132;77.382378;38
643;67.656227;0.487732;30
644;50.626572;25.798079;34
645;60.106304;62.703690;10
646;92.874657;69.824135;7
647;3.428777;48.197620;39
648;98.675636;38.919357;30
649;30.269100;0.812553;27
650;66.601341;99.711990;30
651;38.924732;21.570713;33
652;63.932545;1.548042;30
653;89.698135;35.713825;18
654;66.275360;97.037437;30
655;62.679848;60.084400;31
656;43.568192;24.881775;27
657;83.408142;63.293610;7
658;2.380524;92.408470;1
659;10.508478;50.190887;30
660;98.727737;35.369591;30
661;50.425686;61.029205;1
662;6.907432;44.054188;39
663;96.482445;20.651018;30
664;28.891228;9.521002;27
665;93.678352;11.904341;6
666;9.259878;45.244545;30
667;91.671524;45.213360;15
668;2.609169;21.384003;6
669;92.409378;86.239525;1
670;87.665909;17.048641;36
671;96.901337;67.498650;7
672;64.720901;63.743217;31
673;89.144798;48.201771;15
674;43.887997;42.398308;17
675;53.511295;86.615135;10
676;41.928829;21.395378;27
677;40.488426;53.485577;32
678;9.103382;76.318199;27
679;15.158390;90.829323;5
680;26.486399;14.872868;2
681;9.336473;50.491501;39
682;40.663933;17.230967;27
683;11.674814;58.014133;24
684;3.893188;85.305687;4
685;53.458809;51.347614;35
686;22.943110;91.419434;27
687;86.513000;40.659027;18
688;72.624809;62.439453;7
689;39.069820;15.765848;27
690;16.987299;65.168678;30
691;94.994919;36.583252;30
692;86.063995;8.123654;36
693;78.365646;50.845444;7
694;65.590057;68.641937;1
695;19.225279;48.402046;13
696;61.564053;64.976242;19
697;35.332787;54.445980;32
698;36.752800;6.408834;21
699;61.295139;99.763382;36
700;19.605398;21.820770;0
701;3.764730;96.715553;4
702;72.308456;65.663956;10
703;36.017727;11.771996;27
704;7.354080;92.616165;27
705;41.063290;62.794727;32
706;91.411919;1.174545;1
707;63.530254;95.983727;36
708;70.964973;59.349777;7
709;67.510849;3.132431;36
710;34.258892;48.391941;17
711;93.052879;33.652885;30
712;30.585884;60.628052;24
713;83.637878;69.194206;7
714;58.301903;20.886076;27
715;1.980331;39.191814;30
716;68.485756;97.456741;36
717;17.233313;49.726688;39
718;93.881638;20.042099;30
719;98.087173;64.751144;7
720;4.676771;80.113678;7
721;92.524178;51.742313;7
722;30.111057;8.300809;27
723;57.035297;34.918892;33
724;85.302895;13.446683;36
725;53.418327;26.434189;27
726;53.773289;25.426380;27
727;60.039074;98.883514;36
728;60.638725;93.893661;36
729;49.179760;69.370598;28
730;56.917091;95.917244;36
731;63.492310;99.447594;36
732;58.478188;30.489647;27
733;13.778570;98.335915;27
734;56.012005;93.191795;36
735;84.343513;99.464012;6
736;0.075790;73.148895;7
737;73.479340;65.405464;10
738;67.745819;60.469673;7
739;99.998802;67.762535;7
740;66.283760;1.101845;30
741;46.007221;46.854233;17
742;35.438976;69.064682;24
743;10.261492;36.389954;13
744;9.811939;49.854290;30
745;91.254051;51.131195;15
746;45.666191;46.185764;17
747;60.524441;0.738258;36
748;46.482262;68.329185;32
749;96.128189;20.577599;30
750;29.589769;13.522285;27
751;46.845772;23.676222;23
752;15.184342;95.582939;27
753;45.133385;67.995155;32
754;30.671871;6.830145;27
755;8.250547;43.376514;30
756;86.489769;11.844963;36
757;12.272580;72.985077;38
758;88.359093;12.174016;36
759;44.270554;20.653179;27
760;95.057976;24.994041;30
761;65.149162;71.810654;1
762;68.640121;69.432121;1
763;59.335342;49.951847;19
764;0.077209;82.205902;4
765;44.116932;68.855057;32
766;88.416557;89.332008;1
767;0.571434;84.952118;27
768;97.028488;37.430096;30
769;57.288822;51.567551;10
770;80.073570;5.724824;36
771;90.900696;88.655830;1
772;87.557938;79.664001;1
773;83.027382;12.646951;36
774;98.343849;39.789047;30
775;43.976959;11.932246;27
776;54.363441;78.876740;40
777;55.697479;52.880943;10
778;76.378433;61.203514;7
779;58.491058;23.736898;27
780;77.670319;64.146248;10
781;90.744339;0.674950;1
782;77.481293;72.455200;7
783;32.678314;11.647802;27
784;3.443047;43.275562;30
785;42.697895;25.190563;33
786;31.892296;19.783440;27
787;83.957649;9.727740;36
788;31.873863;2.424108;27
789;2.881780;37.071892;39
790;33.084553;1.537568;27
791;7.896131;42.421776;30
792;67.775215;80.484100;1
793;35.604137;13.766264;27
794;51.645813;20.315941;27
795;6.897605;39.503887;30
796;36.982285;7.556159;27
797;45.042763;25.232399;34
798;70.133736;82.193542;1
799;76.866158;3.571268;36
800;37.642269;6.088488;27
801;95.101006;33.397156;39
802;6.635944;1.406980;27
803;60.266010;27.350567;27
804;14.766933;65.414932;24
805;77.973312;65.073608;10
806;42.641190;5.733631;27
807;89.927933;72.610519;7
808;54.828285;59.619762;7
809;8.210508;94.648773;27
810;8.062932;79.277504;27
811;99.103340;88.089409;9
812;52.717865;67.564781;28
813;65.045502;34.938992;27
814;86.221268;12.938576;36
815;95.401138;23.418110;36
816;1.492889;86.522263;4
817;5.379944;86.224915;27
818;6.565065;26.593613;30
819;83.065002;13.542759;36
820;9.657032;87.263535;27
821;48.441929;24.397270;27
822;1.516930;1.833733;30
823;41.313190;23.623898;33
824;96.077484;34.865784;39
825;15.129646;51.673302;39
826;51.397415;30.007685;27
827;52.258907;80.910805;10
828;36.438576;13.813910;27
829;68.657463;73.302254;1
830;39.999630;64.315514;24
831;55.959194;56.925468;10
832;10.295537;86.448883;27
833;45.167110;21.944565;27
834;58.365307;38.983582;27
835;47.465992;25.995583;27
836;35.167286;68.237846;24
837;36.573090;20.930264;21
838;24.983770;62.068092;24
839;16.129395;97.564156;1
840;0.173264;91.900284;1
841;47.159584;80.714264;40
842;81.884995;13.755754;36
843;83.089249;8.249317;36
844;41.684433;11.916294;27
845;8.369734;81.753525;27
846;92.718353;10.356886;36
847;88.272392;15.685808;36
848;89.568840;17.904560;36
849;4.058041;44.437565;30
850;80.798088;64.945847;7
851;36.868153;24.396715;23
852;98.283646;38.769623;30
853;60.531948;3.382718;36
854;29.347639;1.933519;27
855;66.954086;68.838524;1
856;38.168861;9.678287;27
857;12.916898;41.454292;30
858;28.109617;5.224517;27
859;71.675591;37.385708;27
860;41.928829;21.395378;27
861;38.007168;17.581953;33
862;52.199131;52.063690;31
863;85.955185;9.812904;36
864;5.091782;84.069168;27
865;0.078995;37.712406;30
866;94.752518;32.795708;30
867;76.602554;11.533183;36
868;43.211147;20.606022;33
869;36.709030;16.805977;27
870;69.791557;78.013634;1
871;45.237106;5.843739;27
872;27.270283;99.455627;27
873;75.527153;26.633799;3
874;70.064194;67.219429;7
875;9.401159;84.529991;9
876;56.580994;27.982227;27
877;88.939316;1.630653;1
878;57.204121;29.615152;27
879;46.405628;22.373177;27
880;55.153011;20.355413;27
881;37.569469;7.247889;27
882;2.129883;37.824600;30
883;62.315701;31.449457;27
884;40.767372;7.003818;27
885;71.812149;61.778419;7
886;2.049141;44.913158;30
887;68.209862;62.304344;1
888;26.821255;6.899276;27
889;45.282425;24.001602;27
890;56.096310;21.578947;27
891;50.775784;23.058041;27
892;72.799362;77.021927;1
893;2.552491;95.279121;1
894;14.654486;93.364799;27
895;31.305367;58.263592;24
896;27.951973;99.051491;27
897;8.013376;85.644203;27
898;56.966091;21.389971;27
899;93.559921;36.218266;39
900;4.692492;80.140427;27
901;4.255381;40.590385;30
902;80.587105;96.963165;22
903;2.493828;77.148422;7
904;66.916542;9.579397;14
905;89.454742;37.345299;18
906;72.883911;60.609104;7
907;11.542688;83.626740;27
908;7.043243;81.450386;27
909;9.857396;83.522484;27
910;33.829334;8.262929;27
911;58.869995;26.017332;27
912;64.730782;34.634727;27
913;98.582352;94.633148;1
914;41.463909;1.387276;27
915;32.186504;97.525879;27
916;52.338615;61.326748;1
917;47.949230;22.925062;27
918;93.390953;16.114656;36
919;12.308187;34.658924;30
920;27.579514;1.724497;27
921;11.072819;86.072182;27
922;34.527611;5.821787;27
923;72.801895;66.980675;7
924;32.753155;12.102686;27
925;15.457940;88.220314;27
926;8.465595;49.825596;39
927;65.297485;97.478516;36
928;15.472799;90.439461;27
929;1.227253;86.736702;27
930;96.144424;55.447704;7
931;4.266064;22.496357;30
932;1.380115;88.303123;9
933;81.778526;9.024796;36
934;44.269821;12.203403;27
935;56.030552;60.037861;10
936;17.892174;47.732265;30
937;80.060371;11.300370;36
938;37.129456;2.939323;27
939;42.171528;6.304674;27
940;3.044018;45.361450;30
941;38.908089;2.448886;27
942;27.762400;96.323021;27
943;5.306548;42.312275;30
944;8.331935;99.284477;27
945;32.480530;9.705664;27
946;1.896126;67.282555;7
947;8.130637;38.571270;30
948;58.558014;32.439877;27
949;45.338959;14.641559;27
950;6.048552;91.524773;1
951;27.032518;55.645054;24
952;99.938515;68.776245;7
953;51.051765;19.169399;27
954;94.736832;34.714603;30
955;66.509132;34.899239;27
956;54.467583;80.927032;40
957;8.077200;47.227219;30
958;88.182709;19.059898;36
959;59.199451;71.436966;22
960;85.756256;84.283638;1
961;29.435427;7.325703;27
962;46.581379;25.814955;27
963;57.388035;77.765900;22
964;7.270926;97.260811;27
965;92.737411;22.344934;36
966;7.266784;87.809158;27
967;34.322166;10.303016;27
968;69.441513;4.227645;30
969;44.281273;10.516728;27
970;17.694120;65.278160;30
971;88.025322;85.886635;1
972;28.487770;12.709193;27
973;62.870075;99.936699;36
974;42.929855;23.925287;27
975;23.882566;49.235821;30
976;69.617310;76.393135;1
977;60.696743;4.005163;36
978;95.841759;92.183456;1
979;43.163433;25.051563;33
980;94.175644;35.202824;30
981;59.064537;99.304382;36
982;30.398594;8.078584;27
983;99.752213;66.431549;7
984;66.595695;34.517883;27
985;99.509598;83.871857;27
986;47.372292;21.594427;27
987;4.725685;90.618362;27
988;9.232384;83.550095;27
989;14.206701;97.472244;27
990;8.292436;85.259636;27
991;97.754272;98.633217;30
992;33.882797;8.553725;27
993;24.240526;4.110197;27
994;11.105461;83.994034;27
995;43.896099;6.608213;27
996;15.510880;83.645264;27
997;66.638145;72.549446;1
