id;x;y;sp;gen
0;12.041785;22.028881;0
1;36.593426;98.696625;1
2;30.413986;55.737206;2
3;88.582558;87.905441;3
4;3.852753;8.050467;4
5;51.152580;4.268118;1
6;16.757133;58.358971;5
7;47.392380;48.209663;6
8;35.797691;14.216768;7
9;20.068110;37.320251;2
10;26.870193;24.901840;8
11;23.300964;14.876903;8
12;50.561195;4.690083;1
13;14.590957;68.992035;9
14;87.573051;91.208359;3
15;24.579357;25.159706;10
16;20.955090;69.096573;5
17;36.902504;90.259354;5
18;90.495895;61.311340;11
19;31.578072;7.913370;12
20;9.710981;9.842780;0
21;88.737694;77.857872;7
22;88.062035;91.049896;3
23;25.348743;72.245308;5
24;15.408393;70.721397;9
25;56.356606;95.142715;9
26;84.844055;81.693672;13
27;35.014469;28.305891;10
28;78.527328;0.668091;14
29;43.102520;46.170025;6
30;20.222832;17.906450;15
31;31.548946;27.291876;10
32;55.894684;78.106697;14
33;25.179226;18.842880;15
34;56.953602;90.655594;14
35;30.797688;83.534935;5
36;31.974810;82.166245;5
37;15.153873;14.268087;16
38;12.905683;15.674270;17
39;6.900747;15.706778;0
40;12.476658;12.055152;0
41;27.248161;93.287155;1
42;15.790213;13.673554;16
43;99.765053;77.625237;11
44;30.464743;5.335975;7
45;66.860504;4.726104;9
46;49.564293;85.790398;9
47;28.514435;26.093063;10
48;37.713921;86.099548;5
49;37.216904;34.551132;10
50;12.861493;32.245914;2
51;89.941437;65.428505;11
52;0.124264;95.415260;4
53;3.693416;3.285638;0
54;53.761410;7.359696;1
55;11.312491;10.353176;0
56;89.624718;97.311836;18
57;34.747021;82.800339;5
58;15.235665;25.581196;19
59;31.307583;25.049488;8
60;37.716896;35.325607;10
61;16.663288;72.152359;9
62;28.430454;88.544876;1
63;90.742081;96.259575;3
64;15.369701;29.352383;20
65;95.279350;83.812447;7
66;12.533718;19.263252;15
67;32.372639;29.174053;10
68;36.268642;84.014694;5
69;23.164806;79.024635;5
70;9.674684;18.178421;19
71;11.337151;27.266823;21
72;21.323742;37.140629;2
73;98.170006;73.279816;11
74;74.290077;95.825226;14
75;43.320145;50.821877;21
76;16.801167;18.161850;15
77;15.619546;15.427341;15
78;25.203274;30.141531;17
79;62.034187;1.356025;9
80;51.152580;4.268118;1
81;5.418195;1.630938;15
82;15.822318;72.741135;9
83;19.992828;97.830963;12
84;88.763168;77.397491;7
85;38.897160;84.401085;9
86;90.356056;92.142502;3
87;93.995033;97.522758;3
88;60.996304;36.171867;12
89;95.084160;93.203667;4
90;96.540604;95.502480;21
91;27.625328;77.551590;9
92;94.943832;3.073487;4
93;15.168177;62.757465;9
94;16.261105;31.162924;21
95;66.469658;3.456084;9
96;93.509995;92.992386;19
97;10.628608;63.795029;9
98;54.583530;39.773830;12
99;50.359455;65.420341;21
100;41.118843;57.404926;21
101;23.570728;78.887932;9
102;97.604027;54.334759;9
103;99.180710;63.308868;9
104;11.884119;65.469559;9
105;56.060474;10.021161;9
106;39.196167;89.808098;9
107;40.769936;78.749908;9
108;81.355331;84.201622;21
109;46.560722;96.843788;9
110;55.413143;97.504143;9
111;86.284355;86.071770;13
112;16.118959;18.102903;0
113;9.713895;65.759308;22
114;92.445862;1.599609;18
115;13.261328;66.000786;22
116;83.633606;79.590485;13
117;36.674934;1.045692;1
118;30.413986;55.737206;2
119;31.051630;83.075302;5
120;80.951126;87.458977;3
121;53.695080;28.128487;12
122;39.485600;35.262207;10
123;11.207233;26.215746;20
124;37.723427;98.660400;1
125;0.124264;95.415260;4
126;58.112141;12.503819;1
127;69.418549;13.110375;9
128;65.524284;44.657909;12
129;53.863167;89.754219;9
130;97.417046;94.354927;13
131;53.687412;79.952324;14
132;25.448013;88.660011;1
133;16.757133;58.358971;5
134;82.060043;90.774704;18
135;94.941353;83.523712;13
136;16.785654;11.059877;16
137;66.365173;47.255554;12
138;28.430454;88.544876;1
139;95.017761;1.514251;19
140;98.163857;73.563591;11
141;48.164974;49.210247;6
142;34.157269;10.628893;7
143;24.422770;99.951530;7
144;21.039339;27.013279;19
145;25.448013;88.660011;1
146;35.722347;87.726334;5
147;21.820770;38.075630;2
148;93.223213;0.241181;18
149;99.664024;98.232330;0
150;25.301243;41.781109;2
151;31.307583;25.049488;8
152;16.265381;34.294937;2
153;23.539055;11.372000;8
154;53.619793;9.111119;1
155;15.678331;67.979706;22
156;96.818573;97.622246;19
157;46.303619;90.647537;9
158;6.037764;54.180981;22
159;60.956059;39.033897;12
160;6.887578;61.202579;22
161;14.988295;24.899204;19
162;11.884119;65.469559;9
163;29.047920;93.959167;1
164;92.569275;96.573792;3
165;15.369701;29.352383;20
166;53.764759;27.569435;12
167;19.703350;20.311192;15
168;12.119490;61.980465;22
169;11.195472;24.358444;20
170;34.241222;32.364353;10
171;22.293661;62.881599;5
172;30.919188;82.454361;5
173;24.168375;38.872639;2
174;25.651155;53.157825;2
175;95.715149;72.587914;11
176;74.759399;85.026039;19
177;3.135244;12.664935;21
178;16.499767;18.899183;15
179;37.011002;18.556721;12
180;91.580841;89.887802;19
181;99.360649;86.953156;7
182;92.068481;99.701317;18
183;98.265396;96.927322;0
184;99.639191;95.920441;0
185;15.800043;15.663294;15
186;14.890374;19.434961;17
187;90.705612;76.382416;7
188;87.738609;47.620697;9
189;97.237236;99.163956;3
190;89.329079;90.890976;3
191;12.817126;58.254417;5
