gen;sp
812;18
813;18
814;16
815;17
816;17
817;17
818;17
819;17
820;17
821;15
822;14
823;14
824;15
825;15
826;15
827;15
828;15
829;16
830;16
831;17
832;17
833;17
834;17
835;17
836;17
837;18
838;18
839;19
840;19
841;18
842;17
843;16
844;16
845;16
846;16
847;16
848;16
849;16
850;16
851;16
852;16
853;16
854;16
855;16
856;16
857;16
858;16
859;16
860;16
861;16
862;15
863;15
864;15
865;15
866;14
867;14
868;14
869;14
870;14
871;14
872;14
873;14
874;14
875;14
876;16
877;15
878;15
879;14
880;14
881;14
882;14
883;14
884;14
885;13
886;13
887;13
888;13
889;13
890;13
891;13
892;13
893;13
894;14
895;14
896;14
897;14
898;14
899;15
900;15
901;15
902;15
903;14
904;14
905;12
906;13
907;13
908;14
909;14
910;14
911;15
912;15
913;15
914;14
915;15
916;15
917;15
918;15
919;14
920;14
921;14
922;14
923;14
924;15
925;14
926;14
927;14
928;15
929;14
930;14
931;14
932;13
933;13
934;13
935;13
936;13
937;11
938;12
939;12
940;12
941;12
942;12
943;12
944;12
945;13
946;13
947;13
948;13
949;14
950;14
951;13
952;13
953;14
954;13
955;13
956;13
957;13
958;11
959;11
960;12
961;11
962;10
963;10
964;10
965;10
966;10
967;10
968;10
969;10
970;10
971;10
972;10
973;10
974;11
975;11
976;11
977;11
978;11
979;11
980;11
981;10
982;9
983;11
984;13
985;12
986;13
987;13
988;13
989;13
990;12
991;13
992;12
993;12
994;12
995;12
996;12
997;12
998;13
999;13
